event_date,vault_id,failures_count,_4,_5,_6
2023-04-10,ZL24SEH7,ST12000NM001G,0,1142,24301.0
2023-04-10,ZL26EJEQ,ST16000NM005G,0,2005,19969.0
2023-04-10,ZL2CAPGT,ST14000NM001G,0,1086,16252.0
2023-04-10,ZL2CGGXS,ST14000NM001G,0,1163,15044.0
2023-04-10,ZL2CNA2H,ST14000NM001G,0,1085,16541.0
2023-04-10,ZL2CQ3NF,ST14000NM001G,0,1085,16542.0
2023-04-10,ZL2CT4S1,ST14000NM001G,0,1085,16538.0
2023-04-10,ZL2CXAEV,ST14000NM001G,0,1163,15058.0
2023-04-10,ZL2D82AM,ST14000NM001G,0,1162,15517.0
2023-04-10,ZL2D8KVT,ST14000NM001G,0,1085,16539.0
2023-04-10,ZL2GJGBY,ST16000NM001G,0,2010,6266.0
2023-04-10,ZL2HTYT9,ST12000NM001G,0,1103,13512.0
2023-04-10,ZL2L37D4,ST16000NM001G,0,2004,12408.0
2023-04-10,ZL2L7Q6D,ST16000NM001G,0,1167,13608.0
2023-04-10,ZL2L7Q7Q,ST16000NM001G,0,2003,12416.0
2023-04-10,ZL2L7RBQ,ST16000NM001G,0,1167,13439.0
2023-04-10,ZL2L7YAK,ST16000NM001G,0,2005,12363.0
2023-04-10,ZL2L85T5,ST16000NM001G,0,1167,13499.0
2023-04-10,ZL2L8B5A,ST16000NM001G,0,2005,12360.0
2023-04-10,ZL2L8RAQ,ST16000NM001G,0,2005,12363.0
2023-04-10,ZL2L9DA7,ST16000NM001G,0,2003,12433.0
2023-04-10,ZL2LA2XJ,ST16000NM001G,0,2005,12373.0
2023-04-10,ZL2LEA6X,ST16000NM001G,0,2007,10048.0
2023-04-10,ZL2LELGP,ST16000NM001G,0,1403,1727.0
2023-04-10,ZL2LGVV2,ST16000NM001G,0,2004,12415.0
2023-04-10,ZL2LMRKY,ST16000NM001G,0,2007,10051.0
2023-04-10,ZL2LN0JS,ST16000NM001G,0,2003,12428.0
2023-04-10,ZL2LTCBD,ST16000NM001G,0,1170,10013.0
2023-04-10,ZL2LTDW5,ST16000NM001G,0,2009,8447.0
2023-04-10,ZL2LTEMS,ST16000NM001G,0,1170,10016.0
2023-04-10,ZL2LTQSC,ST16000NM001G,0,1170,10006.0
2023-04-10,ZL2LTTAD,ST16000NM001G,0,1406,12670.0
2023-04-10,ZL2LVLCB,ST16000NM001G,0,1170,9955.0
2023-04-10,ZL2LVLEG,ST16000NM001G,0,2009,8448.0
2023-04-10,ZL2M5H7X,ST16000NM001G,0,2009,8439.0
2023-04-10,ZL2MD3X9,ST16000NM001G,0,2009,8435.0
2023-04-10,ZL2MD6KG,ST16000NM001G,0,1407,9049.0
2023-04-10,ZL2MEHQN,ST16000NM001G,0,1407,9037.0
2023-04-10,ZL2MFAR0,ST16000NM001G,0,1407,9037.0
2023-04-10,ZL2MHAGV,ST16000NM001G,0,2007,10223.0
2023-04-10,ZL2MKSCF,ST16000NM001G,0,1403,1733.0
2023-04-10,ZL2MLRK9,ST16000NM001G,0,1407,9048.0
2023-04-10,ZL2MLSBY,ST16000NM001G,0,2007,10045.0
2023-04-10,ZL2MLT68,ST16000NM001G,0,1407,9048.0
2023-04-10,ZL2MLV4Z,ST16000NM001G,0,1403,1729.0
2023-04-10,ZL2MLX7E,ST16000NM001G,0,2006,10716.0
2023-04-10,ZL2MM1JM,ST16000NM001G,0,1403,1723.0
2023-04-10,ZL2MVMAS,ST16000NM001G,0,2010,6234.0
2023-04-10,ZL2NFZYW,ST16000NM001G,0,2010,6242.0
2023-04-10,ZL2NG0BC,ST16000NM001G,0,2010,6554.0
2023-04-10,ZL2PA05M,ST12000NM001G,0,1068,3893.0
2023-04-10,ZLW0C6ZT,ST12000NM001G,0,1139,25348.0
2023-04-10,ZLW0EFTS,ST12000NM001G,0,1142,24306.0
2023-04-10,ZLW0EGWQ,ST12000NM001G,0,1142,24319.0
2023-04-10,ZLW0F6KX,ST12000NM001G,0,1140,24938.0
2023-04-10,ZLW0G756,ST12000NM001G,0,1142,24310.0
2023-04-10,ZLW0G7D7,ST12000NM001G,0,1142,24300.0
2023-04-10,ZLW0G8P2,ST12000NM001G,0,1140,24952.0
2023-04-10,ZLW0G91T,ST12000NM001G,0,1140,24958.0
2023-04-10,ZLW0G995,ST12000NM001G,0,1140,24939.0
2023-04-10,ZLW0GEEM,ST12000NM001G,0,1072,24645.0
2023-04-10,ZLW0GF7Q,ST12000NM001G,0,1072,24641.0
2023-04-10,ZLW0GG80,ST12000NM001G,0,1072,24670.0
2023-04-10,ZLW0GH0Y,ST12000NM001G,0,1099,22949.0
2023-04-10,ZLW0GKJC,ST12000NM001G,0,1072,24651.0
2023-04-10,ZLW0GPZ8,ST12000NM001G,0,1072,24671.0
2023-04-10,ZLW0GQJ5,ST12000NM001G,0,1072,24646.0
2023-04-10,ZLW0GQKB,ST12000NM001G,0,1072,24675.0
2023-04-10,ZLW0GQLK,ST12000NM001G,0,1072,24638.0
2023-04-10,ZLW0GQYN,ST12000NM001G,0,1071,25462.0
2023-04-10,ZLW0H2W7,ST12000NM001G,0,1101,18232.0
2023-04-10,ZLW0H38K,ST12000NM001G,0,1071,25453.0
2023-04-10,ZLW0HBX0,ST12000NM001G,0,1098,21400.0
2023-04-10,ZLW0HC35,ST12000NM001G,0,1100,18413.0
2023-04-10,ZLW0HCNC,ST12000NM001G,0,1102,19447.0
2023-04-10,ZLW0HCNF,ST12000NM001G,0,1071,25463.0
2023-04-10,ZLW15TDL,ST14000NM001G,0,1075,22804.0
2023-04-10,ZLW16QQT,ST14000NM001G,0,1076,21791.0
2023-04-10,ZLW17RW3,ST14000NM001G,0,1146,22265.0
2023-04-10,ZLW17RX2,ST14000NM001G,0,1146,22278.0
2023-04-10,ZLW17SKG,ST14000NM001G,0,1148,22386.0
2023-04-10,ZLW18DZS,ST14000NM001G,0,1151,21061.0
2023-04-10,ZLW18EVT,ST14000NM001G,0,1148,22386.0
2023-04-10,ZLW18MKQ,ST14000NM001G,0,1151,21059.0
2023-04-10,ZLW18PHN,ST14000NM001G,0,1148,22383.0
2023-04-10,ZLW18RPJ,ST14000NM001G,0,1075,22822.0
2023-04-10,ZLW18T80,ST14000NM001G,0,1146,22268.0
2023-04-10,ZLW18TZ0,ST14000NM001G,0,1151,21067.0
2023-04-10,ZLW18V5C,ST14000NM001G,0,1146,22280.0
2023-04-10,ZLW1AMN1,ST12000NM001G,0,1107,1119.0
2023-04-10,ZLW1ESHS,ST12000NM001G,0,1107,18385.0
2023-04-10,ZLW24S8K,ST14000NM001G,0,1075,15427.0
2023-04-10,ZR500ZTT,ST18000NM000J,0,1148,19016.0
2023-04-10,ZS8001SV,ST12000NM001G,0,1142,21623.0
2023-04-10,ZTM08FC8,ST14000NM001G,0,1163,15056.0
2023-04-10,ZTM08JKW,ST14000NM001G,0,1163,15061.0
2023-04-10,ZTM08QFB,ST14000NM001G,0,1163,15046.0
2023-04-10,ZTN082SL,ST12000NM001G,0,1103,16204.0
2023-04-10,ZTN0A0X7,ST12000NM001G,0,1103,15067.0
2023-04-10,ZTN0A5NT,ST12000NM001G,0,1099,15601.0
