event_date,vault_id,failures_count,_4,_5,_6
2023-04-10,ZHZ4F5CZ,ST12000NM0008,0,1131,30265.0
2023-04-10,ZHZ4FNDF,ST12000NM0008,0,1131,30260.0
2023-04-10,ZHZ4GM22,ST14000NM0138,0,1155,20276.0
2023-04-10,ZHZ4T93M,ST12000NM0008,0,1134,28467.0
2023-04-10,ZHZ4VPJH,ST12000NM0008,0,1135,28957.0
2023-04-10,ZHZ4VQ82,ST12000NM0008,0,1068,27408.0
2023-04-10,ZHZ4VQRM,ST12000NM0008,0,1135,28964.0
2023-04-10,ZHZ4W3E4,ST12000NM0008,0,1135,28962.0
2023-04-10,ZHZ4W3G1,ST12000NM0008,0,1065,28993.0
2023-04-10,ZHZ4WFCG,ST12000NM0008,0,1135,28957.0
2023-04-10,ZHZ4WV4J,ST12000NM0008,0,1135,28866.0
2023-04-10,ZHZ4Z71Z,ST12000NM0008,0,1064,29585.0
2023-04-10,ZHZ50G7V,ST12000NM0008,0,1134,28622.0
2023-04-10,ZHZ50M90,ST12000NM0008,0,1134,28634.0
2023-04-10,ZHZ50X76,ST12000NM0008,0,1065,28991.0
2023-04-10,ZHZ60DG4,ST12000NM0008,0,1100,24316.0
2023-04-10,ZHZ6376R,ST12000NM0008,0,1136,26734.0
2023-04-10,ZHZ63RLB,ST12000NM0008,0,1070,26326.0
2023-04-10,ZHZ63RPS,ST12000NM0008,0,1070,26332.0
2023-04-10,ZHZ64HJP,ST12000NM0008,0,1100,24300.0
2023-04-10,ZHZ65PC8,ST12000NM0008,0,1070,26323.0
2023-04-10,ZHZ661XG,ST12000NM0008,0,1138,25991.0
2023-04-10,ZHZ6686C,ST12000NM0008,0,1100,24603.0
2023-04-10,ZHZ6A0B9,ST12000NM0008,0,1138,25979.0
2023-04-10,ZHZ6AX6X,ST12000NM0008,0,1070,26329.0
2023-04-10,ZHZ6DQRL,ST12000NM0008,0,1103,23468.0
2023-04-10,ZJV2ENJG,ST12000NM0007,0,1118,25337.0
2023-04-10,ZJV344BW,ST12000NM0007,0,1128,31180.0
2023-04-10,ZJV4RV5P,ST12000NM0007,0,1128,31155.0
2023-04-10,ZL004QT0,ST12000NM0008,0,1138,25978.0
2023-04-10,ZL004R3V,ST12000NM0008,0,1114,22926.0
2023-04-10,ZL0051C8,ST12000NM0008,0,1102,24765.0
2023-04-10,ZL0051EK,ST12000NM0008,0,1100,22558.0
2023-04-10,ZL0051K7,ST12000NM0008,0,1098,24629.0
2023-04-10,ZL0051KA,ST12000NM0008,0,1119,22902.0
2023-04-10,ZL0051LY,ST12000NM0008,0,1099,23474.0
2023-04-10,ZL0051NA,ST12000NM0008,0,1103,24072.0
2023-04-10,ZL00526E,ST12000NM0008,0,1110,24565.0
2023-04-10,ZL00529H,ST12000NM0008,0,1138,25978.0
2023-04-10,ZL0052CW,ST12000NM0008,0,1101,24791.0
2023-04-10,ZL00550G,ST12000NM0008,0,1097,26349.0
2023-04-10,ZL0055G1,ST12000NM0008,0,1137,26118.0
2023-04-10,ZL005BHL,ST12000NM0008,0,1137,26107.0
2023-04-10,ZL005BVD,ST12000NM0008,0,1119,19376.0
2023-04-10,ZL005C5S,ST12000NM0008,0,1110,21952.0
2023-04-10,ZL005CM6,ST12000NM0008,0,1110,18857.0
2023-04-10,ZL005CTR,ST12000NM0008,0,1110,24564.0
2023-04-10,ZL005D64,ST12000NM0008,0,1098,18689.0
2023-04-10,ZL005DEJ,ST12000NM0008,0,1119,19395.0
2023-04-10,ZL005DSW,ST12000NM0008,0,1137,26102.0
2023-04-10,ZL005E0R,ST12000NM0008,0,1098,22579.0
2023-04-10,ZL005E6E,ST12000NM0008,0,1098,18690.0
2023-04-10,ZL2023GG,ST16000NM001G,0,1087,16101.0
2023-04-10,ZL21LMLM,ST16000NM001G,0,1157,19286.0
2023-04-10,ZL22X4LK,ST16000NM001G,0,1157,19287.0
2023-04-10,ZL22X4NM,ST16000NM001G,0,1087,16027.0
2023-04-10,ZL22YCAZ,ST16000NM001G,0,1161,16727.0
2023-04-10,ZL22YRKC,ST16000NM001G,0,1161,16743.0
2023-04-10,ZL22YRW6,ST16000NM001G,0,1157,19291.0
2023-04-10,ZL22YS2K,ST16000NM001G,0,1161,16720.0
2023-04-10,ZL22YS8A,ST16000NM001G,0,1406,13819.0
2023-04-10,ZL22ZRSE,ST16000NM001G,0,1081,18242.0
2023-04-10,ZL23004R,ST16000NM001G,0,1161,16749.0
2023-04-10,ZL23005P,ST16000NM001G,0,1084,16694.0
2023-04-10,ZL2300BD,ST16000NM001G,0,1406,13365.0
2023-04-10,ZL2300QY,ST16000NM001G,0,1157,19293.0
2023-04-10,ZL230M3T,ST16000NM001G,0,1081,18247.0
2023-04-10,ZL230W6F,ST16000NM001G,0,1081,18257.0
2023-04-10,ZL23X265,ST16000NM001G,0,1081,18242.0
2023-04-10,ZL23X4JY,ST16000NM001G,0,1161,16751.0
2023-04-10,ZL23XASL,ST16000NM001G,0,1157,18749.0
2023-04-10,ZL23XATJ,ST16000NM001G,0,1081,18256.0
2023-04-10,ZL23XG7J,ST16000NM001G,0,1081,18240.0
2023-04-10,ZL23XS2P,ST16000NM001G,0,1087,16034.0
